popularity,genres,vote_average,budget_adj,revenue_adj
0.758133,Comedy,6.2,0.0,2956985.41892641
0.747541,Western|Drama,5.6,10119995.5472019,0.0
0.738404,Documentary|Music,7.5,0.0,7740089.0743608
0.7299,Drama,5.3,0.0,0.0
0.719407,Fantasy|Horror,4.9,0.0,0.0
0.7141310000000001,Family|Animation,5.5,0.0,0.0
0.7073550000000001,Horror,4.9,0.0,0.0
0.706023,Romance|Drama,7.1,6439997.16640124,527467.967914094
0.7013699999999989,Romance|Comedy,6.5,0.0,0.0
0.699932,Drama|Romance,4.7,2759998.78560053,639647.198555232
0.69957,Drama,6.4,8831996.11392171,2338228.65117939
0.696184,Thriller,5.0,0.0,0.0
0.690479,Comedy|Drama|Music,6.6,9199995.95200178,9968887.45368952
0.6895789999999989,Comedy|Music|War,5.1,13799993.9280026,2779009.65723575
0.689571,Drama,7.0,2060799.09324839,0.0
0.6737920000000001,Comedy|Drama|Romance,6.6,919999.595200178,13289393.2326669
0.669351,Thriller|Horror,4.5,11959994.737602301,1641981.23752825
0.661471,Drama,6.8,7359996.76160142,1298972.2684521999
0.6611630000000001,Comedy,5.0,12879994.3328024,11329473.935031401
0.654335,Romance|Drama,5.7,0.0,0.0
0.654046,Drama,5.0,3679998.38080071,131652.86207274
0.649628,Drama,5.7,0.0,0.0
0.644786,Mystery|Science Fiction|Thriller,4.2,0.0,0.0
0.640151,Animation|Comedy|Family|Fantasy|Music,7.3,0.0,0.0
0.638556999999999,Thriller|Science Fiction,4.7,0.0,0.0
0.633608,Action,5.0,0.0,0.0
0.629560999999999,Drama|Thriller,5.9,0.0,0.0
0.607124,Drama,5.1,0.0,7391.27674783823
0.606113,Drama|Horror|Science Fiction,5.3,0.0,0.0
0.604928,Mystery|Drama|Horror,3.6,0.0,0.0
0.602165,Drama|Adventure|Comedy,5.4,7359996.76160142,33111785.4708143
0.599751,Horror,5.2,0.0,0.0
0.599655,Thriller|Horror,4.9,3035998.66416058,58981843.80798871
0.589472,Action|Adventure|Animation,6.8,0.0,0.0
0.586735,Thriller,5.4,7359996.76160142,0.0
0.584363,Adventure|Documentary,7.8,0.0,0.0
0.577814,Comedy,4.9,32199985.8320062,13276746.918231301
0.570743999999999,Fantasy|Thriller,5.7,1839999.19040035,41796.5016095392
0.569443,Music|Documentary,7.5,0.0,0.0
0.561032,War|Drama,5.7,0.0,0.0
0.560743999999999,Thriller|Crime|Drama,5.9,6439997.16640124,0.0
0.560423,Drama,5.9,11039995.1424021,0.0
0.553238,Drama,7.4,0.0,42053235.776576206
0.5485869999999989,Horror|Mystery,5.4,0.0,0.0
0.5478270000000001,Drama,6.0,0.0,0.0
0.546458,Drama|Comedy,4.9,2759998.78560053,0.0
0.542568,Animation|Adventure|Comedy,5.7,5519997.57120106,0.0
0.5327,Thriller|Horror,4.1,0.0,0.0
0.532239,Documentary,5.9,0.0,0.0
0.532205,Horror|Thriller,5.0,91999.95952001779,39251239.9294544
0.52985,Drama|Comedy,4.8,0.0,0.0
0.527957,Horror|Thriller,5.0,0.0,0.0
0.526642,History|Drama,6.9,0.0,0.0
0.524315,Drama|Romance,5.4,9199995.95200178,3068131.49002214
0.52025,Drama,6.8,0.0,0.0
0.516954,Horror|TV Movie,5.1,0.0,0.0
0.515401,Thriller|Horror,5.5,0.0,0.0
0.514735,Action,6.2,0.0,1137205.97962936
0.513386,Drama|Thriller,4.0,0.0,0.0
0.50732,Crime|Drama,4.1,0.0,0.0
0.5048279999999989,Drama|Thriller,5.0,0.0,0.0
0.5024890000000001,Thriller|Horror,6.5,0.0,0.0
0.49726499999999996,Fantasy|Comedy|Animation,4.3,0.0,145146.496135541
0.48635100000000003,Adventure|Science Fiction|Action,4.9,19319991.4992037,0.0
0.482422,Action,4.7,0.0,0.0
0.47784,Action|Adventure|Animation|Family,6.8,0.0,0.0
0.47634099999999996,TV Movie,7.6,0.0,0.0
0.475473,Action|Drama|Family,6.6,0.0,0.0
0.474788,Drama,5.8,0.0,0.0
0.47462600000000005,Horror|Thriller,5.6,0.0,0.0
0.473344,Horror|Thriller,4.5,0.0,0.0
0.471393,Drama|Documentary,7.5,0.0,0.0
0.471091,Comedy,4.4,18399991.9040035,0.0
0.470991,Comedy,6.0,0.0,0.0
0.470124,Music|Drama|Crime|Comedy,5.9,0.0,0.0
0.467556,Comedy|Action,5.8,4875997.85456094,0.0
0.465707,Music|Animation|Family|Fantasy,6.1,0.0,12515171.2533246
0.46208999999999995,Drama,6.7,8279996.356801599,19845485.147986498
0.45959700000000003,Horror|Science Fiction,4.9,0.0,0.0
0.454151,Comedy|Horror,6.5,0.0,0.0
0.45293900000000004,Action|Animation|Fantasy,6.9,0.0,0.0
0.45087200000000005,Drama|Music,5.6,11959994.737602301,1515044.29338051
0.45016000000000006,Action|Drama|Thriller,5.7,0.0,291154.11189219
0.44426499999999997,Fantasy|Thriller|Horror|Science Fiction,6.0,0.0,0.0
0.444193,Action|Science Fiction|Adventure|Fantasy,4.1,0.0,0.0
0.443525,Thriller|Drama|Horror,6.1,0.0,0.0
0.44283500000000003,Animation|Family,7.3,0.0,0.0
0.44242700000000007,Drama,5.9,0.0,3023530.82964643
0.442067,Thriller|Drama,5.2,0.0,0.0
0.441882,Horror|Comedy,6.6,0.0,0.0
0.441402,Thriller|Horror|Comedy|Drama,6.3,0.0,0.0
0.43959799999999893,Comedy|Music,5.4,0.0,0.0
0.438409,Thriller|Comedy|Crime,5.5,0.0,0.0
0.43708800000000003,Family|Science Fiction|Action|Adventure,3.5,0.0,0.0
0.43558199999999997,Drama|Music|Adventure|Fantasy,5.7,4599997.97600089,2146988.33532513
0.43307299999999893,Thriller|Action|Drama,4.8,0.0,0.0
0.429892,Action|Horror|Thriller,5.0,9199995.95200178,0.0
0.427116,Documentary,7.2,0.0,0.0
0.424813,Drama|War,7.5,5519997.57120106,83514.8032534865
0.42316099999999995,Horror,5.6,0.0,0.0
0.42178999999999994,Drama,7.1,0.0,0.0
0.429756,Thriller|Mystery|Science Fiction,5.3,0.0,4144.5981763767995
0.417191,Family|TV Movie,6.3,0.0,0.0
0.415041,Thriller|Horror,5.5,0.0,0.0
0.41491300000000003,Thriller|Horror,5.0,2759998.78560053,3116038.628943
0.370258,Crime|Horror|Thriller,4.7,0.0,0.0
0.41287700000000005,Thriller|Drama|Comedy,5.7,0.0,0.0
0.41250299999999995,Drama,5.8,919999.595200178,0.0
0.40969799999999995,Thriller|Action,4.4,0.0,0.0
0.405095,Drama,6.2,0.0,0.0
0.404511,Fantasy|Action|Adventure,3.8,0.0,0.0
0.40223600000000004,Drama|Comedy,4.2,411721.89884236397,709611.327771015
0.250209,Family|TV Movie|Animation,5.9,0.0,0.0
0.399947,Thriller|Romance|Drama,6.2,0.0,209885.027650587
0.398982,Science Fiction|Action,6.1,0.0,0.0
0.396791,Drama|Music,6.8,0.0,763718.3439639279
0.394466,Thriller|Action,5.7,1793999.21064034,0.0
0.393642,Horror,5.3,0.0,0.0
0.39356599999999997,Adventure|Action,4.4,919999.595200178,0.0
0.391326,Thriller|Action|Drama,5.4,0.0,0.0
0.386529,Horror,3.5,0.0,0.0
0.38340599999999997,Horror|Romance|Science Fiction,6.5,0.0,45972.3797721529
0.383183,Thriller,4.9,0.0,0.0
0.382997,Horror,5.5,0.0,0.0
0.7128899999999989,Animation|Family|Fantasy,7.0,0.0,0.0
0.378836,Science Fiction|Action|Horror,3.8,0.0,0.0
0.37668,Horror|Action,3.3,0.0,0.0
0.411416,Thriller|Action|Horror,3.6,0.0,0.0
0.37485300000000005,Comedy|Romance,5.9,0.0,0.0
0.37288899999999997,Drama|Horror|Thriller,5.0,0.0,0.0
0.371145,Thriller|Drama|Science Fiction,6.1,0.0,0.0
0.370148,TV Movie|Adventure|Comedy,6.5,0.0,0.0
0.369529,Horror|Thriller|Science Fiction,4.4,4599997.97600089,0.0
0.369108,TV Movie|Action|Science Fiction,3.7,0.0,0.0
0.36817,Drama,4.8,5519997.57120106,0.0
0.367617,Science Fiction|Drama|Family,6.4,0.0,0.0
0.36743400000000004,Thriller|Drama,5.8,0.0,0.0
0.36603,Comedy|Horror,7.2,4047998.21888078,0.0
0.36590100000000003,Drama|Thriller,5.0,9199995.95200178,16074.2329273375
0.329164,Drama|Romance|Comedy,5.9,0.0,0.0
0.35982600000000003,Crime|Drama|Thriller,5.4,0.0,0.0
0.35765399999999997,Documentary,6.5,0.0,0.0
0.357614,Documentary,7.8,0.0,0.0
0.357567,Thriller|Drama,5.5,0.0,0.0
0.35651900000000003,War|Action,4.9,0.0,0.0
0.354624,Adventure|Action|Comedy|Science Fiction,6.6,0.0,0.0
0.350858,Animation|Music|Family,6.3,0.0,0.0
0.350599,Drama|Horror|Science Fiction|Thriller,6.1,0.0,0.0
0.348306,Animation|Documentary,6.3,0.0,15328184.095599
0.34779699999999997,Comedy,4.2,0.0,0.0
0.344994,Animation,5.9,0.0,0.0
0.344549,Drama|Comedy,6.2,0.0,6853703.50437045
0.34253,Drama|TV Movie|Crime|Mystery,5.6,0.0,0.0
0.5740310000000001,Documentary,6.2,0.0,454945.31982405897
0.33929699999999996,Drama|TV Movie,5.9,0.0,0.0
0.5114310000000001,Thriller,5.9,0.0,0.0
0.336453,Science Fiction|Action|Horror,5.1,0.0,0.0
0.336107,Crime|Drama|Thriller,5.7,1839999.19040035,2577386.22595006
0.335941,Science Fiction|Thriller|Fantasy,4.6,0.0,0.0
0.333656,Action|Science Fiction,4.7,0.0,0.0
0.332921,Comedy,4.7,0.0,0.0
0.330968,Science Fiction|Comedy|Horror,5.6,0.0,65281.3312762142
0.330484,Thriller|Horror,5.4,0.0,0.0
0.329776,Action|Animation|Family,6.1,0.0,0.0
0.32910900000000004,Action|Adventure|Science Fiction|Romance,4.6,24839989.0704048,0.0
0.327373,Drama,7.9,0.0,0.0
0.32706599999999997,Science Fiction|Horror,4.2,0.0,0.0
0.32705,Action|Animation|Family,5.8,0.0,0.0
0.324666,Drama|Comedy,4.0,0.0,0.0
0.324515,Drama,6.4,0.0,0.0
0.324,Thriller|Drama,6.8,0.0,592072.179488241
0.39018800000000003,Drama|History|Romance,6.1,0.0,0.0
0.322653,Drama|Music|TV Movie,5.9,0.0,0.0
0.32264,Horror,5.3,0.0,0.0
0.30035,Thriller|Horror,4.2,0.0,0.0
0.318459,Drama,5.7,0.0,0.0
0.315196,Family|Adventure,6.1,0.0,0.0
0.31419899999999895,Adventure|Documentary,6.9,0.0,2147488.81510492
0.422901,Animation,6.9,0.0,0.0
0.307395,Romance|Comedy|Drama,5.9,0.0,3171820.96439877
0.30591599999999997,Romance|Comedy,5.8,0.0,0.0
0.30247399999999997,Mystery|Drama|Thriller,6.6,0.0,0.0
0.30134299999999997,TV Movie|Horror|Science Fiction,4.5,0.0,0.0
0.300128,Action|Thriller,4.5,0.0,0.0
0.198522,Documentary,8.0,0.0,0.0
0.299427,Drama,6.3,0.0,4088.47820106959
0.298861,Drama|Crime,6.3,0.0,0.0
0.29875100000000004,Drama,5.7,4599997.97600089,4455281.1196763
0.298628,Horror|Science Fiction|TV Movie,5.6,0.0,0.0
0.295946,Drama|Comedy,5.7,0.0,0.0
0.40436300000000003,Science Fiction|Action|Animation|Adventure,6.5,3219998.58320062,0.0
0.26500999999999997,Romance|Drama,6.3,0.0,0.0
0.292437,Horror,4.1,0.0,0.0
0.291244,Drama,5.7,0.0,0.0
0.29042399999999996,Drama|Horror|Thriller,5.8,0.0,0.0
0.289526,Drama|Comedy,5.2,643999.716640124,0.0
0.288598,Drama|Thriller|Horror,5.2,459999.797600089,0.0
0.309811,Drama|Thriller|Mystery,7.8,0.0,0.0
0.28626599999999996,Drama|Science Fiction|Thriller,6.4,0.0,0.0
0.28336999999999996,Horror,3.9,0.0,0.0
0.283194,Comedy|Horror,5.7,1839999.19040035,0.0
0.282237,Romance|Comedy,4.1,0.0,0.0
0.280878,Horror|Science Fiction|Thriller,5.5,0.0,0.0
0.27858299999999997,History|Documentary|Family,5.8,0.0,0.0
0.277844,Horror|Comedy|Romance,4.8,0.0,0.0
0.277613,Horror,3.9,0.0,0.0
0.277035,Horror|Thriller,4.6,919999.595200178,0.0
0.272995,Horror,3.7,0.0,0.0
0.270842,Drama|Comedy,7.1,0.0,0.0
0.270786,Science Fiction|Horror,3.9,0.0,0.0
0.171829,Drama,4.9,0.0,0.0
0.264997,Music|Comedy|Drama,6.0,0.0,0.0
0.261932,Horror,6.1,0.0,0.0
0.26171700000000003,Drama,6.9,18399991.9040035,0.0
0.26004499999999997,Thriller,3.9,0.0,0.0
0.202673,Comedy,5.3,0.0,0.0
0.259794,Drama|Comedy,5.6,551999.757120106,6520452.97100069
0.097514,Horror,5.6,0.0,0.0
0.256542,Horror,5.3,0.0,0.0
0.256286,Thriller|Horror,4.6,0.0,0.0
0.255458,Romance|Comedy,5.4,0.0,0.0
0.250866,Romance|Drama,7.2,0.0,0.0
0.24959499999999998,History|Crime|Drama,7.7,0.0,0.0
0.248964,Horror|Thriller,4.4,0.0,0.0
0.24828000000000003,Action,5.4,6899996.96400133,0.0
0.24759499999999998,Drama|Thriller,6.4,0.0,0.0
0.24758899999999998,Action|Drama|Thriller,4.8,0.0,0.0
0.24742600000000003,Documentary,5.3,0.0,2431466.01015495
0.24660900000000002,Romance|Drama|Comedy|Mystery,5.0,0.0,0.0
0.245948,Fantasy|Drama,7.4,0.0,0.0
0.24495,TV Movie|Comedy,6.4,0.0,0.0
0.244648,,6.1,0.0,0.0
0.243691,Comedy|Music,6.4,0.0,0.0
0.243321,History|Drama|Family,7.2,1379999.39280026,0.0
0.24207800000000002,Thriller|Mystery|Science Fiction,4.4,1379999.39280026,0.0
0.242,Comedy,5.6,0.0,0.0
0.24128400000000003,Drama,5.8,0.0,0.0
0.239558,Comedy,5.1,0.0,0.0
0.23949600000000001,Crime|Action,5.0,0.0,0.0
0.154846,Science Fiction|Drama|Thriller,5.1,0.0,0.0
0.236709,Drama|Mystery|Thriller,5.6,0.0,0.0
0.232354,Comedy,6.3,0.0,148874.334495292
0.231337,Comedy|TV Movie|Romance,7.0,0.0,0.0
0.22758,Documentary|Music,7.7,0.0,0.0
